X1,X2,X3,review,word,POS,d_word,d_POS,Count,topic,sentiment2
1,7,1,"if you want to hold at a center temp ; as some were having problems ; just make sure you press `` hold '' then press the up or down button until the temp flashes on the led, then it is on the temp you want it held at.",make,VB,sure,JJ,27,NO,0
1,7,1,"if you want to hold at a center temp ; as some were having problems ; just make sure you press `` hold '' then press the up or down button until the temp flashes on the led, then it is on the temp you want it held at.",make,VB,just,RB,6,NO,0
1,9,1,2nd one i have owned.,owned,VBN,2nd,JJ,1,NO,0
1,10,1,"first one lasted 10 years ; practically identical to this one, same brand/buttons ; just a newer version i guess.",version,NN,identical,JJ,1,NO,0
1,10,1,"first one lasted 10 years ; practically identical to this one, same brand/buttons ; just a newer version i guess.",brand/buttons,NNS,same,JJ,1,NO,0
1,10,1,"first one lasted 10 years ; practically identical to this one, same brand/buttons ; just a newer version i guess.",version,NN,newer,JJR,2,NO,0
1,10,1,"first one lasted 10 years ; practically identical to this one, same brand/buttons ; just a newer version i guess.",years,NNS,lasted,VBD,7,NO,0
1,10,1,"first one lasted 10 years ; practically identical to this one, same brand/buttons ; just a newer version i guess.",guess,VBP,version,NN,1,NO,0
1,10,1,"first one lasted 10 years ; practically identical to this one, same brand/buttons ; just a newer version i guess.",version,NN,just,RB,1,NO,0
1,10,1,"first one lasted 10 years ; practically identical to this one, same brand/buttons ; just a newer version i guess.",lasted,VBD,identical,JJ,1,NO,0
1,11,1,you can see the hold change on the led.,change,NN,see,VB,2,NO,0
2,1,1,installation complete.,installation,NN,complete,JJ,2,Easy/Hard,0
2,1,1,installation complete.,installation,NN,complete,JJ,2,Installation,0
2,2,1,i am not an electrician and i do not have a man around to do these things for me.,man,NN,around,RB,1,NO,0
2,3,1,"this was really easy, and i normally shy away from electrical work",work,NN,electrical,JJ,2,Feelings,1
2,3,1,"this was really easy, and i normally shy away from electrical work",shy,VBP,easy,JJ,1,NO,1
2,3,1,"this was really easy, and i normally shy away from electrical work",shy,VBP,normally,RB,1,NO,0
2,3,1,"this was really easy, and i normally shy away from electrical work",shy,VBP,away,RB,1,NO,0
2,3,2,the instructions seemed clear on the exterior package.,package,NN,exterior,JJ,1,NO,0
2,3,2,the instructions seemed clear on the exterior package.,instructions,NNS,seemed,VBD,1,Installation,0
2,3,2,the instructions seemed clear on the exterior package.,seemed,VBD,clear,JJ,1,NO,1
2,4,1,the book inside was well written and concise.,book,NN,written,VBN,2,NO,0
2,4,1,the book inside was well written and concise.,book,NN,inside,RB,1,NO,0
2,4,1,the book inside was well written and concise.,written,VBN,concise,JJ,1,NO,1
2,4,1,the book inside was well written and concise.,written,VBN,well,RB,1,NO,1
2,5,1,"had the tools, turned off the breakers and about 30 minutes later i had a functioning thermostat.",breakers,NNS,turned,VBD,1,NO,0
2,5,1,"had the tools, turned off the breakers and about 30 minutes later i had a functioning thermostat.",functioning,VBG,thermostat,NN,1,NO,0
2,5,1,"had the tools, turned off the breakers and about 30 minutes later i had a functioning thermostat.",minutes,NNS,later,RB,3,NO,0
2,6,1,it is running now and things seem to be working well.,things,NNS,seem,VBP,1,NO,0
2,6,1,it is running now and things seem to be working well.,running,VBG,now,RB,1,NO,0
2,6,1,it is running now and things seem to be working well.,working,VBG,well,RB,14,Feelings,1
2,7,1,i will update again if it does not seem to doing the job or fails.,job,NN,doing,VBG,5,NO,0
2,7,1,i will update again if it does not seem to doing the job or fails.,fails,VBZ,job,NN,1,NO,-1
2,7,1,i will update again if it does not seem to doing the job or fails.,update,VB,again,RB,1,NO,0
2,8,1,"gave it five stars, o my negative i can find is that it was so inexpensive so in the back of my head i am anticipating failure.",stars,NNS,gave,VBD,7,NO,0
2,8,1,"gave it five stars, o my negative i can find is that it was so inexpensive so in the back of my head i am anticipating failure.",failure,NN,anticipating,VBG,1,NO,-1
2,8,1,"gave it five stars, o my negative i can find is that it was so inexpensive so in the back of my head i am anticipating failure.",anticipating,VBG,inexpensive,JJ,1,NO,1
2,8,1,"gave it five stars, o my negative i can find is that it was so inexpensive so in the back of my head i am anticipating failure.",o,VB,negative,JJ,1,NO,-1
2,8,1,"gave it five stars, o my negative i can find is that it was so inexpensive so in the back of my head i am anticipating failure.",find,VB,inexpensive,JJ,1,NO,1
2,9,1,but everything seems to be working.,everything,NN,seems,VBZ,4,NO,0
2,10,1,"looks really nice on my wall, and quality of product is nice.",quality,NN,nice,JJ,1,Costs,1
2,10,1,"looks really nice on my wall, and quality of product is nice.",looks,VBZ,nice,JJ,7,Feelings,1
2,11,1,5 stars not worth it when i am pretty capable.,stars,NNS,worth,JJ,1,NO,1
3,1,1,the thermostats work great.,thermostats,NNS,work,VBP,2,NO,1
3,1,1,the thermostats work great.,work,VBP,great,JJ,5,NO,1
3,2,1,i bought them for the parrish hall for the church.,hall,NN,parrish,JJ,1,NO,0
3,3,1,there were 8 zones so i needed 8 units.,units,NNS,needed,VBD,1,NO,0
3,4,1,the programing of the thermostats is very easy.,programing,NN,easy,JJ,1,NO,1
3,5,1,the instructions are printed inside the cover.,instructions,NNS,printed,VBN,1,NO,0
3,6,1,one unit did come with a bad lcd display and needed to be replaced.,display,NN,bad,JJ,2,Easy/Hard,-1
3,6,1,one unit did come with a bad lcd display and needed to be replaced.,unit,NN,come,VB,1,NO,0
3,7,1,"amazon, as always, made sure the exchange was quick and painless.",exchange,NN,quick,JJ,1,NO,0
3,7,1,"amazon, as always, made sure the exchange was quick and painless.",made,VBN,quick,JJ,1,NO,0
3,8,1,i would have only deducted half a star,star,NN,deducted,VBN,1,NO,0
3,8,1,i would have only deducted half a star,deducted,VBN,only,RB,1,NO,0
3,11,1,there is a sticker that covers the lcd screen that is really tough to remove.,screen,NN,tough,JJ,1,NO,1
3,11,1,there is a sticker that covers the lcd screen that is really tough to remove.,screen,NN,covers,VBZ,1,NO,0
3,11,1,there is a sticker that covers the lcd screen that is really tough to remove.,covers,VBZ,sticker,NN,1,NO,0
3,11,1,there is a sticker that covers the lcd screen that is really tough to remove.,remove,VB,tough,JJ,1,NO,1
3,12,1,you really need to pull hard to get it off.,need,VBP,really,RB,3,NO,0
3,12,1,you really need to pull hard to get it off.,pull,VB,hard,RB,1,NO,-1
3,13,1,i wonder if this is the reason one lcd display was not working.,reason,NN,wonder,VBP,1,NO,1
3,13,1,i wonder if this is the reason one lcd display was not working.,display,NN,working,VBG,1,NO,0
3,13,1,i wonder if this is the reason one lcd display was not working.,working,VBG,reason,NN,1,NO,0
3,15,1,included in the package are stickers that you can mark the wires going to the thermostat.,stickers,NNS,included,VBN,1,NO,0
3,15,1,included in the package are stickers that you can mark the wires going to the thermostat.,wires,NNS,mark,VB,4,Installation,0
3,15,1,included in the package are stickers that you can mark the wires going to the thermostat.,wires,NNS,mark,VB,4,NO,0
3,15,1,included in the package are stickers that you can mark the wires going to the thermostat.,mark,VB,stickers,NNS,1,NO,0
3,15,1,included in the package are stickers that you can mark the wires going to the thermostat.,going,VBG,wires,NNS,2,NO,0
3,16,1,the stickers had really poor adhesive on them and would not stick together at all.,stickers,NNS,adhesive,VB,1,NO,0
3,16,1,the stickers had really poor adhesive on them and would not stick together at all.,adhesive,VB,poor,JJ,1,NO,-1
3,16,1,the stickers had really poor adhesive on them and would not stick together at all.,adhesive,VB,really,RB,1,NO,0
3,16,1,the stickers had really poor adhesive on them and would not stick together at all.,stick,VB,together,RB,1,NO,0
3,16,1,the stickers had really poor adhesive on them and would not stick together at all.,stick,VB,all,RB,1,NO,0
3,17,1,i had to use scotch tape to hold the stickers on.,tape,NN,use,VB,2,NO,0
3,17,1,i had to use scotch tape to hold the stickers on.,stickers,NNS,hold,VB,1,NO,0
3,20,1,batteries not included.,included,VBN,batteries,NNS,4,NO,0
3,22,1,there is only 2 mounting screws in the package.,mounting,VBG,screws,NNS,2,NO,0
3,24,1,overall the units are doing what i need them to do.,units,NNS,doing,VBG,1,NO,0
3,24,1,overall the units are doing what i need them to do.,doing,VBG,overall,RB,1,NO,0
4,1,1,"i bought this one as a replacement for my other hunter thermostat, and finally installed it today and would not you know it, it does not work and my return window closed on jul 17, 2017.",thermostat,NN,other,JJ,8,NO,0
4,1,1,"i bought this one as a replacement for my other hunter thermostat, and finally installed it today and would not you know it, it does not work and my return window closed on jul 17, 2017.",today,NN,installed,VBD,2,NO,0
4,1,1,"i bought this one as a replacement for my other hunter thermostat, and finally installed it today and would not you know it, it does not work and my return window closed on jul 17, 2017.",window,NN,closed,VBD,1,NO,0
4,1,1,"i bought this one as a replacement for my other hunter thermostat, and finally installed it today and would not you know it, it does not work and my return window closed on jul 17, 2017.",bought,VBD,finally,RB,2,NO,0
4,3,1,"it will not stay at a set temp, it basically does what it wants to, so i put my old one back up till i can find one that will work.",does,VBZ,basically,RB,1,NO,0
4,3,1,"it will not stay at a set temp, it basically does what it wants to, so i put my old one back up till i can find one that will work.",put,VBP,up,RB,1,NO,0
4,4,1,i do not know if we got a defective one,one,NN,defective,JJ,2,NO,-1
4,4,1,i do not know if we got a defective one,one,NN,got,VBD,3,NO,0
4,4,2,this thermostat does not stick to the settings we programmed into it.,thermostat,NN,stick,VB,1,NO,0
4,4,2,this thermostat does not stick to the settings we programmed into it.,programmed,VBD,settings,NNS,1,NO,0
5,1,1,we received this thermostat and within an hour or so it was clear it did not measure the temperature correctly and it kept resetting itself.,thermostat,NN,received,VBD,4,NO,0
5,1,1,we received this thermostat and within an hour or so it was clear it did not measure the temperature correctly and it kept resetting itself.,temperature,NN,measure,VB,1,Comfort/HVAC,0
5,1,1,we received this thermostat and within an hour or so it was clear it did not measure the temperature correctly and it kept resetting itself.,temperature,NN,measure,VB,1,Control/Occupancy,0
5,1,1,we received this thermostat and within an hour or so it was clear it did not measure the temperature correctly and it kept resetting itself.,measure,VB,clear,JJ,1,Easy/Hard,1
5,1,1,we received this thermostat and within an hour or so it was clear it did not measure the temperature correctly and it kept resetting itself.,received,VBD,clear,JJ,1,NO,1
5,1,1,we received this thermostat and within an hour or so it was clear it did not measure the temperature correctly and it kept resetting itself.,measure,VB,correctly,RB,1,NO,1
5,2,1,we would have it programmed to stay at 75 and after three hours it would decide to just switch to 85.,switch,VB,just,RB,1,NO,0
5,3,1,"after 2 days of this and setting all kinds of programs, we decided it was time to exchange it.",kinds,NNS,setting,VBG,1,NO,0
5,3,1,"after 2 days of this and setting all kinds of programs, we decided it was time to exchange it.",time,NN,decided,VBD,1,NO,0
5,3,1,"after 2 days of this and setting all kinds of programs, we decided it was time to exchange it.",setting,VBG,days,NNS,1,NO,0
5,3,1,"after 2 days of this and setting all kinds of programs, we decided it was time to exchange it.",exchange,VB,time,NN,1,NO,0
5,4,1,"i asked for an exchange rather than a return thinking it was just one bad unit and because it was an exact replica of our old, broken thermostat, just a different brand.",unit,NN,bad,JJ,2,NO,-1
5,4,1,"i asked for an exchange rather than a return thinking it was just one bad unit and because it was an exact replica of our old, broken thermostat, just a different brand.",replica,NN,exact,JJ,1,NO,0
5,4,1,"i asked for an exchange rather than a return thinking it was just one bad unit and because it was an exact replica of our old, broken thermostat, just a different brand.",thermostat,NN,old,JJ,161,NO,0
5,4,1,"i asked for an exchange rather than a return thinking it was just one bad unit and because it was an exact replica of our old, broken thermostat, just a different brand.",brand,NN,different,JJ,8,NO,0
5,4,1,"i asked for an exchange rather than a return thinking it was just one bad unit and because it was an exact replica of our old, broken thermostat, just a different brand.",unit,NN,thinking,VBG,2,NO,0
5,4,1,"i asked for an exchange rather than a return thinking it was just one bad unit and because it was an exact replica of our old, broken thermostat, just a different brand.",broken,VBN,thermostat,NN,4,NO,-1
5,4,1,"i asked for an exchange rather than a return thinking it was just one bad unit and because it was an exact replica of our old, broken thermostat, just a different brand.",exchange,NN,rather,RB,1,NO,0
5,4,1,"i asked for an exchange rather than a return thinking it was just one bad unit and because it was an exact replica of our old, broken thermostat, just a different brand.",unit,NN,just,RB,3,NO,0
5,4,1,"i asked for an exchange rather than a return thinking it was just one bad unit and because it was an exact replica of our old, broken thermostat, just a different brand.",brand,NN,just,RB,1,NO,0
5,5,1,the replacement arrived and this time it took about 10 hours before that unit too was defective.,unit,NN,defective,JJ,1,NO,-1
5,5,1,the replacement arrived and this time it took about 10 hours before that unit too was defective.,replacement,NN,arrived,VBD,1,NO,0
5,5,1,the replacement arrived and this time it took about 10 hours before that unit too was defective.,time,NN,took,VBD,5,NO,0
5,5,1,the replacement arrived and this time it took about 10 hours before that unit too was defective.,hours,NNS,took,VBD,2,NO,0
5,5,1,the replacement arrived and this time it took about 10 hours before that unit too was defective.,took,VBD,defective,JJ,1,Easy/Hard,-1
5,6,1,"we call the manufacturers, thinking maybe this was operator error",manufacturers,NNS,call,VBP,1,NO,0
5,6,1,"we call the manufacturers, thinking maybe this was operator error",error,NN,thinking,VBG,1,NO,-1
5,6,1,"we call the manufacturers, thinking maybe this was operator error",error,NN,maybe,RB,1,NO,-1
5,6,2,they told us `` you will need to buy a new one '' needless to say we will not be buying a new one.,needless,NN,new,JJ,1,NO,-1
5,6,2,they told us `` you will need to buy a new one '' needless to say we will not be buying a new one.,one,NN,new,JJ,24,NO,0
5,6,2,they told us `` you will need to buy a new one '' needless to say we will not be buying a new one.,needless,NN,buy,VB,1,NO,-1
5,6,2,they told us `` you will need to buy a new one '' needless to say we will not be buying a new one.,one,NN,buying,VBG,3,NO,0
5,7,1,this is one terrible product.,product,NN,terrible,JJ,2,Feelings,-1
5,8,1,i am currently processing my refund through amazon and we have since bought a completely different thermostat that works just fine.,thermostat,NN,different,JJ,7,NO,0
5,8,1,i am currently processing my refund through amazon and we have since bought a completely different thermostat that works just fine.,refund,NN,processing,VBG,1,NO,1
5,8,1,i am currently processing my refund through amazon and we have since bought a completely different thermostat that works just fine.,thermostat,NN,bought,VBN,2,Installation,0
5,8,1,i am currently processing my refund through amazon and we have since bought a completely different thermostat that works just fine.,works,VBZ,thermostat,NN,7,NO,1
5,8,1,i am currently processing my refund through amazon and we have since bought a completely different thermostat that works just fine.,processing,VBG,currently,RB,1,NO,0
5,8,1,i am currently processing my refund through amazon and we have since bought a completely different thermostat that works just fine.,works,VBZ,fine,RB,30,Feelings,1
6,1,1,i do not know if we got a defective one,one,NN,defective,JJ,2,NO,-1
6,1,1,i do not know if we got a defective one,one,NN,got,VBD,3,NO,0
6,1,2,this thermostat does not stick to the settings we programmed into it.,thermostat,NN,stick,VB,1,NO,0
6,1,2,this thermostat does not stick to the settings we programmed into it.,programmed,VBD,settings,NNS,1,NO,0
6,2,1,"we like to keep our heat on 65, and lower it when we are not home.",heat,NN,keep,VB,2,Comfort/HVAC,0
6,2,1,"we like to keep our heat on 65, and lower it when we are not home.",heat,NN,keep,VB,2,Control/Occupancy,0
6,3,1,"a couple of times we have heard the burner constantly on and checked it, and it was set to 69 degrees.",couple,NN,heard,VBN,1,NO,0
6,3,1,"a couple of times we have heard the burner constantly on and checked it, and it was set to 69 degrees.",burner,NN,heard,VBN,1,NO,0
6,3,1,"a couple of times we have heard the burner constantly on and checked it, and it was set to 69 degrees.",heard,VBN,constantly,RB,1,NO,0
6,4,1,other times it has been off altogether.,times,NNS,other,JJ,4,NO,0
6,5,1,we will be returning this for a different thermostat.,thermostat,NN,different,JJ,7,NO,0
7,1,1,"utilizing this in my fifth wheel camper, this is one of very few with an adjustable span setting.",wheel,NN,fifth,JJ,1,NO,0
7,1,1,"utilizing this in my fifth wheel camper, this is one of very few with an adjustable span setting.",span,NN,adjustable,JJ,1,NO,1
7,2,1,using this to keep the furnace from cycling excessively.,furnace,NN,keep,VB,2,NO,0
7,2,1,using this to keep the furnace from cycling excessively.,cycling,VBG,excessively,RB,1,NO,-1
7,3,1,with the span setting at three the furnace is operating as it should and does not cycle mor than once an hour.,span,NN,setting,VBG,1,NO,0
7,3,1,with the span setting at three the furnace is operating as it should and does not cycle mor than once an hour.,mor,NN,cycle,VB,1,NO,0
7,3,1,with the span setting at three the furnace is operating as it should and does not cycle mor than once an hour.,hour,NN,once,RB,1,NO,0
8,1,1,"easy to hook up, easy to program, easy to use, and never fails us.",hook,VB,easy,JJ,6,NO,1
8,1,1,"easy to hook up, easy to program, easy to use, and never fails us.",use,VB,easy,JJ,65,Easy/Hard,1
8,1,1,"easy to hook up, easy to program, easy to use, and never fails us.",use,VB,easy,JJ,65,Easy/Hard,1
8,1,1,"easy to hook up, easy to program, easy to use, and never fails us.",fails,VBZ,easy,JJ,1,NO,-1
8,1,1,"easy to hook up, easy to program, easy to use, and never fails us.",fails,VBZ,never,RB,1,NO,-1
8,2,1,the filter indicator as well as the battery indicator are great.,indicator,NN,great,JJ,1,NO,1
8,2,1,the filter indicator as well as the battery indicator are great.,indicator,NN,well,RB,1,NO,1
8,3,1,i love this little box.,box,NN,little,JJ,1,NO,0
8,3,1,i love this little box.,box,NN,love,VBP,1,NO,1
9,1,1,this unit replaced the same unit that i purchased 10 years ago.,unit,NN,same,JJ,1,NO,0
9,1,1,this unit replaced the same unit that i purchased 10 years ago.,unit,NN,replaced,VBD,5,NO,0
9,1,1,this unit replaced the same unit that i purchased 10 years ago.,purchased,VBD,unit,NN,1,NO,0
9,1,1,this unit replaced the same unit that i purchased 10 years ago.,years,NNS,ago,RB,16,NO,0
9,1,1,this unit replaced the same unit that i purchased 10 years ago.,purchased,VBD,ago,RB,3,NO,0
9,2,1,any glitches in the 10-year old unit have been remedied.,unit,NN,10-year,JJ,1,NO,0
9,2,1,any glitches in the 10-year old unit have been remedied.,unit,NN,old,JJ,22,NO,0
9,2,1,any glitches in the 10-year old unit have been remedied.,glitches,NNS,remedied,VBN,1,NO,-1
9,3,1,worth every penny.,penny,NN,worth,JJ,1,NO,1
10,1,1,"worked fine, except it only functions properly with a hvac that has a heat pump, otherwise it will not allow separate control of heat and ac.",control,NN,separate,JJ,1,NO,0
10,1,1,"worked fine, except it only functions properly with a hvac that has a heat pump, otherwise it will not allow separate control of heat and ac.",functions,NNS,worked,VBD,1,NO,1
10,1,1,"worked fine, except it only functions properly with a hvac that has a heat pump, otherwise it will not allow separate control of heat and ac.",control,NN,allow,VB,1,NO,0
10,1,1,"worked fine, except it only functions properly with a hvac that has a heat pump, otherwise it will not allow separate control of heat and ac.",functions,NNS,only,RB,1,NO,0
10,1,1,"worked fine, except it only functions properly with a hvac that has a heat pump, otherwise it will not allow separate control of heat and ac.",functions,NNS,properly,RB,1,NO,1
10,1,1,"worked fine, except it only functions properly with a hvac that has a heat pump, otherwise it will not allow separate control of heat and ac.",worked,VBD,fine,RB,16,Feelings,1
10,1,1,"worked fine, except it only functions properly with a hvac that has a heat pump, otherwise it will not allow separate control of heat and ac.",allow,VB,otherwise,RB,1,NO,0
11,1,1,do not buy a hunter thermostat-tried 4 all defective.,hunter,NN,buy,VB,1,NO,0
11,1,1,do not buy a hunter thermostat-tried 4 all defective.,thermostat-tried,VBN,hunter,NN,1,NO,0
11,1,1,do not buy a hunter thermostat-tried 4 all defective.,thermostat-tried,VBN,defective,JJ,1,NO,-1
12,1,1,"just bought a house, and needed a new thermostat.",thermostat,NN,new,JJ,30,NO,0
12,1,1,"just bought a house, and needed a new thermostat.",house,NN,bought,VBD,5,NO,0
12,1,1,"just bought a house, and needed a new thermostat.",thermostat,NN,needed,VBD,10,NO,0
12,1,1,"just bought a house, and needed a new thermostat.",bought,VBD,just,RB,3,NO,0
12,2,1,after looking and reading some reviews i decided on this one.,reviews,NNS,looking,VBG,1,NO,0
12,3,1,"easy to install, and easy to program.",install,VB,easy,JJ,303,Installation,1
12,3,1,"easy to install, and easy to program.",install,VB,easy,JJ,303,Easy/Hard,1
12,3,1,"easy to install, and easy to program.",program,VB,easy,JJ,113,Control/Occupancy,1
12,3,1,"easy to install, and easy to program.",program,VB,easy,JJ,113,Easy/Hard,1
12,4,1,"nice to have the weekday programmed out for when im at work and home, and the weekend being separate is nice.",im,NN,nice,JJ,1,NO,1
12,4,1,"nice to have the weekday programmed out for when im at work and home, and the weekend being separate is nice.",weekend,NN,separate,JJ,2,NO,0
12,4,1,"nice to have the weekday programmed out for when im at work and home, and the weekend being separate is nice.",im,NN,separate,JJ,1,NO,0
12,4,1,"nice to have the weekday programmed out for when im at work and home, and the weekend being separate is nice.",weekday,NN,programmed,VBN,2,NO,0
12,5,1,"worth the money, worked with my hot water heater furnace system,.",money,NN,worth,JJ,7,Costs,1
12,5,1,"worth the money, worked with my hot water heater furnace system,.",money,NN,worth,JJ,7,Energy,1
12,5,1,"worth the money, worked with my hot water heater furnace system,.",water,NN,hot,JJ,7,NO,1
12,5,1,"worth the money, worked with my hot water heater furnace system,.",worked,VBD,worth,JJ,1,Feelings,1
12,6,1,here is hoping to a more energy efficient bill.,energy,NN,efficient,JJ,3,Comfort/HVAC,1
12,6,1,here is hoping to a more energy efficient bill.,bill,NN,efficient,JJ,1,Costs,1
12,6,1,here is hoping to a more energy efficient bill.,bill,NN,efficient,JJ,1,Energy,1
12,7,1,"two wire, white and black.",wire,NN,white,JJ,5,NO,0
13,1,1,reasonable inexpensive thermostat.,thermostat,NN,reasonable,JJ,1,NO,1
13,1,1,reasonable inexpensive thermostat.,thermostat,NN,inexpensive,JJ,8,Costs,1
13,2,1,"i have had one of these in my house for almost ten years, still works flawlessly.",works,VBZ,still,RB,2,Feelings,1
13,2,1,"i have had one of these in my house for almost ten years, still works flawlessly.",works,VBZ,flawlessly,RB,3,Feelings,1
14,1,1,"after months of thinking my spouse had changed the thermostat and he thinking that i had, we experimented to figure out this problem.",spouse,NN,changed,VBN,1,NO,0
14,1,1,"after months of thinking my spouse had changed the thermostat and he thinking that i had, we experimented to figure out this problem.",thermostat,NN,changed,VBN,2,Installation,0
14,1,1,"after months of thinking my spouse had changed the thermostat and he thinking that i had, we experimented to figure out this problem.",problem,NN,figure,VB,1,NO,-1
14,2,1,we have come to the conclusion that this is not a programmable thermostat and does not even work as a manual thermostat.,thermostat,NN,programmable,JJ,100,Control/Occupancy,0
14,2,1,we have come to the conclusion that this is not a programmable thermostat and does not even work as a manual thermostat.,thermostat,NN,manual,JJ,11,NO,0
14,2,1,we have come to the conclusion that this is not a programmable thermostat and does not even work as a manual thermostat.,work,VB,thermostat,NN,2,NO,1
14,2,1,we have come to the conclusion that this is not a programmable thermostat and does not even work as a manual thermostat.,work,VB,even,RB,2,Feelings,1
14,3,1,it daily changes temperatures even when every program is set to 70 degrees.,temperatures,NNS,daily,JJ,1,NO,0
14,3,1,it daily changes temperatures even when every program is set to 70 degrees.,program,NN,set,VBN,4,NO,0
14,3,1,it daily changes temperatures even when every program is set to 70 degrees.,set,VBN,temperatures,NNS,1,NO,0
14,3,1,it daily changes temperatures even when every program is set to 70 degrees.,set,VBN,even,RB,1,NO,0
14,5,1,we believe that this may be a knock off since we have owned great hunter brand thermostats in the pastreet,thermostats,NNS,great,JJ,2,NO,1
14,5,1,we believe that this may be a knock off since we have owned great hunter brand thermostats in the pastreet,knock,NN,believe,VBP,1,NO,-1
14,5,1,we believe that this may be a knock off since we have owned great hunter brand thermostats in the pastreet,thermostats,NNS,owned,VBN,1,NO,0
14,5,1,we believe that this may be a knock off since we have owned great hunter brand thermostats in the pastreet,owned,VBN,knock,NN,1,NO,-1
15,1,1,it was easy to program and easy to adjust the programming.,programming,NN,adjust,VB,1,NO,0
15,1,1,it was easy to program and easy to adjust the programming.,program,VB,easy,JJ,113,Control/Occupancy,1
15,1,1,it was easy to program and easy to adjust the programming.,program,VB,easy,JJ,113,Easy/Hard,1
15,1,1,it was easy to program and easy to adjust the programming.,adjust,VB,easy,JJ,4,Control/Occupancy,1
15,1,1,it was easy to program and easy to adjust the programming.,adjust,VB,easy,JJ,4,Easy/Hard,1
16,1,1,ordered this as i had used this thermostat before.,thermostat,NN,used,VBN,6,Installation,0
16,1,1,ordered this as i had used this thermostat before.,used,VBN,before,RB,2,NO,0
16,2,1,the first one i got when you over ride the program it did it permanently instead of temporally.,one,NN,first,JJ,3,NO,0
16,2,1,the first one i got when you over ride the program it did it permanently instead of temporally.,one,NN,ride,VB,1,NO,0
16,2,1,the first one i got when you over ride the program it did it permanently instead of temporally.,program,NN,ride,VB,1,Control/Occupancy,0
16,2,1,the first one i got when you over ride the program it did it permanently instead of temporally.,got,VBD,one,NN,5,NO,0
16,2,1,the first one i got when you over ride the program it did it permanently instead of temporally.,ride,VB,permanently,RB,1,NO,0
16,3,1,sent it back got another one same thing i already have two in use and they work fine do not think it is me,thing,NN,same,JJ,9,NO,0
16,3,1,sent it back got another one same thing i already have two in use and they work fine do not think it is me,sent,VBD,thing,NN,2,NO,0
16,3,1,sent it back got another one same thing i already have two in use and they work fine do not think it is me,got,VBD,thing,NN,1,NO,0
16,3,1,sent it back got another one same thing i already have two in use and they work fine do not think it is me,think,VB,thing,NN,1,NO,0
16,3,1,sent it back got another one same thing i already have two in use and they work fine do not think it is me,sent,VBD,back,RB,8,NO,0
16,3,1,sent it back got another one same thing i already have two in use and they work fine do not think it is me,work,VBP,fine,RB,5,NO,1
